Azienda,link1,link2,link3
CORTE DEI VENTI,https://www.lacortedeiventi.it/,https://www.lacortedeiventi.it/it/lazienda,https://www.lacortedeiventi.it/it/degustazioni
CORTE FIGARETTO AZIENDA AGRICOLA,https://www.cortefigaretto.it/,https://www.cortefigaretto.it/i-nostri-vini/,https://www.cortefigaretto.it/en/
CORTE MOSCHINA,https://www.cortemoschina.it/,https://www.cortemoschina.it/lessini-durello-millesimato,https://www.cortemoschina.it/lessini-durello
CORTE RUGOLIN,https://www.corterugolin.it/,https://www.corterugolin.it/it/vini,https://www.corterugolin.it/it/shop
CORTE SAN BENEDETTO,https://www.cortesanbenedetto.it/,https://www.cortesanbenedetto.it/vini,https://www.cortesanbenedetto.it/azienda
CORTEFORTE SOCIETÀ AGRICOLA,https://www.corteforte.it/,https://www.corteforte.it/tag-prodotto/vino/,https://www.corteforte.it/agriturismo/
CORTONESI - LA MANNELLA,http://www.lamannella.it/,http://www.lamannella.it/it/223/terroir,https://www.consorziobrunellodimontalcino.it/it/1484/cortonesi-la-mannella
CORVEZZO SOCIETA' AGRICOLA,https://www.corvezzo.it/,https://www.corvezzo.it/it/prodotti/,https://www.corvezzo.it/en/
COSSETTI 1891,https://www.cossetti.it/,https://www.cossetti.it/it/shop.html,https://www.cossetti.it/it/degustazioni.html
COSTARIPA DI VEZZOLA MATTIA & C. S.S. SOCIETA' AGRICOLA,https://costaripa.it/,https://costaripa.it/visita-la-cantina/,https://costaripa.it/le-bollicine-di-mattia-vezzola/
COTTINI AGRICOLA S.S.,https://www.agricolacottini.it/,https://www.agricolacottini.it/vini/,https://www.agricolacottini.it/contatti/
CREA VINI S.R.L.,https://www.creavini.it/wp/,https://www.creavini.it/wp/azienda/,https://www.creavini.it/wp/contatti/
CRIFO - CANTINA DI RUVO DI PUGLIA,https://www.crifo.it/,https://www.crifo.it/tutti-i-prodotti/,https://www.crifo.it/cantina/
CUPANO,https://www.cupano.it/?lang=it,https://www.cupano.it/wines?lang=it,https://www.consorziobrunellodimontalcino.it/it/1443/cupano
CUZZIOL GRANDIVINI S.R.L.,https://cuzziolgrandivini.it/contatti/,https://cuzziolgrandivini.it/,https://cuzziolgrandivini.it/territorio/italia/
Cantina ANNAFRANCESCA,http://www.annafrancesca.it/,http://www.annafrancesca.it/comprare/,http://www.annafrancesca.it/contatti/
Cantina Fregnan,https://cantinafregnan.it/,https://cantinafregnan.it/il-vino/,https://cantinafregnan.it/ospitalita/
Cantina Kössler,https://www.koessler.it/it,https://www.koessler.it/de,https://www.winebol.com/9_kossler
Cantina di La-Vis,https://la-vis.com/,https://la-vis.com/i-nostri-vini,https://la-vis.com/contatti
Cantine De Luca,https://www.vinideluca.com/,http://www.cantinedeluca.it/,https://www.vinideluca.com/vini
Cantine Volpi S.R.L.,https://www.cantinevolpi.it/,https://www.cantinevolpi.it/i-vini-ita,https://www.cantinevolpi.it/l-azienda-it/la-famiglia-volpi
Cape Dreams,https://capedreamswine.co.za/,https://www.vinisudafrica.it/it/vini-sudafricani-cape-dreams,https://www.svinando.com/cape-dreams-wines-cape-dreams-chenin-blanc-2021
Capri Moonlight,https://caprimoonlight.com/home-capri-moonlight-wine-company-vini-by-capri-moonlight/,https://caprimoonlight.com/informativa-sulla-privacy/,https://m.facebook.com/CapriMoonlight/?locale2=it_IT
Casa Sartori 1898,https://casasartori1898.it/,https://casasartori1898.it/casa-sartori-1898/,https://casasartori1898.it/en/
Casa Vinicola Romano,https://www.romanowinery.it/,https://www.romanowinery.it/la-famiglia/,https://www.romanonicola.com/
Castello di Radda,https://www.castellodiradda.com/,https://www.castellodiradda.com/esperienze-in-cantina/,https://www.castellodiradda.com/vini/
Cembra Cantina di Montagna,https://www.cembracantinadimontagna.it/,https://www.cembracantinadimontagna.it/i-nostri-vini,https://www.cembracantinadimontagna.it/la-vinoteca
Cesarini Sforza Spumanti,https://www.cesarinisforza.it/,https://www.cesarinisforza.it/i-nostri-spumanti,https://www.cesarinisforza.it/i-nostri-spumanti/metodo-classico-trentodoc/cesarini-sforza-brut
Cipriani Drinks,https://www.ciprianidrinks.com/en/,https://www.ciprianifood.com/,https://www.ciprianidrinks.com/en/bellini/
Club Amici del Toscano,https://www.clubamicideltoscano.it/,https://www.clubamicideltoscano.it/eventi/calendario/,https://www.clubamicideltoscano.it/store-locator/
Consorzio Vino Orcia,https://www.consorziovinoorcia.it/,placeholder,placeholder
Constitution Road,https://www.vinisudafrica.it/it/vini-sudafricani-constitution-road,https://www.vinisudafrica.it/it/vini-rossi-sudafricani/number-one-shiraz-2021-constitution-road,https://www.fresha.com/it/a/oasis1o-meadowbank-constitution-rd-constitution-road-lxngtm20
Corte Badin,https://www.cortebadin.com/it/,https://www.cortebadin.com/it/degustazione-vini-valpolicella,https://www.cortebadin.com/it/vini-della-valpolicella
D&P SELEZIONI SRL,https://www.dp-selezioni.com/,https://www.dp-selezioni.com/informativa-sul-trattamento-dei-dati-personali-degli-utenti-del-sito-web/,https://m.facebook.com/p/DP-Selezioni-Srl-100076629966626/
